,smell,entropy,class,correct_prediction,important_features,criticality,comments,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
479,spaghetti-code,1.114416531,org.apache.cassandra.thrift.Cassandra,TRUE,"['C3', 'number_final_static_methods', 'CBO']",1,"
long and complex code.
",0,0,0,1,1,0,0,1,1,1,0,0,0,0
480,spaghetti-code,1.250800108,org.apache.cassandra.thrift.CassandraServer,TRUE,"['C3', 'CFNAMM_type', 'CBO']",1,"
too many long methods.
",0,0,0,1,0,0,0,1,1,0,0,0,0,0
481,spaghetti-code,1.234431134,org.apache.cassandra.thrift.CfDef,TRUE,"['C3', 'NOM_package', 'number_package_visibility_methods']",1,"
complex methods with unclear functions.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
482,spaghetti-code,1.490940579,org.apache.cassandra.thrift.ColumnDef,TRUE,"['C3', 'NOM_package', 'Avg-commit-size']",1,"
too many methods are too long.
",0,0,0,1,0,0,0,1,0,1,0,1,0,0
483,spaghetti-code,1.378235261,org.apache.cassandra.thrift.ColumnOrSuperColumn,TRUE,"['C3', 'number_private_visibility_attributes', 'number_constructor_NotDefaultConstructor_methods']",1,"
certain methods look complex.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
484,spaghetti-code,1.027179039,org.apache.cassandra.thrift.CqlMetadata,TRUE,"['C3', 'RFC', 'NOM_package']",1,"
code complexity.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
485,spaghetti-code,1.41993216,org.apache.cassandra.thrift.CqlPreparedResult,TRUE,"['C3', 'LCOM5_type', 'number_constructor_NotDefaultConstructor_methods']",1,"
some methods are complex.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
486,spaghetti-code,1.228358564,org.apache.cassandra.thrift.CqlResult,TRUE,"['C3', 'num_static_not_final_attributes', 'number-changes']",1,"
High LOC.
",0,0,0,1,0,0,0,1,0,1,0,1,0,0
487,spaghetti-code,1.564117492,org.apache.cassandra.thrift.KsDef,TRUE,"['LOC', 'NOCS_package', 'RFC']",1,"
long methods are included in the class.
",0,0,0,1,0,0,0,0,0,1,0,0,0,0
488,spaghetti-code,1.08402881,org.apache.cassandra.thrift.MultiSliceRequest,TRUE,"['C3', 'CFNAMM_type', 'number_package_visibility_attributes']",1,"
the class has several complex methods.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
489,spaghetti-code,1.15920807,org.apache.cassandra.tools.NodeProbe,TRUE,"['C3', 'WOC_type', 'NOCS_package']",1,"
methods are too long.
",0,0,0,1,0,0,0,1,0,1,1,0,0,0
490,spaghetti-code,1.173940557,org.apache.cassandra.utils.MerkleTree,TRUE,"['C3', 'NOM_package', 'avg.dev.scattering']",1,"
complex code.
",0,0,0,0,1,0,0,1,0,1,0,1,0,0
491,spaghetti-code,1.303099446,org.apache.jackrabbit.api.security.user.UserManagerSearchTest,TRUE,"['C3', 'WOC_type', 'number-changes']",1,"
too many long methods.
",0,0,0,1,0,0,0,1,0,0,1,1,0,0
492,spaghetti-code,1.495480765,org.apache.jackrabbit.commons.AbstractNode,FALSE,"['WMC', 'avg.dev.scattering', 'number_not_final_not_static_methods']",1,"
the class has too many complex methods.
",0,0,0,0,1,0,0,0,0,1,1,1,0,0
493,spaghetti-code,1.366911173,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,TRUE,"['C3', 'number_package_visibility_methods', 'NOM_package']",1,"
to be honest, several methods are too long and could dialog with other classes in a better way.
",1,0,0,1,0,0,0,1,0,1,0,0,0,0
494,spaghetti-code,1.578360144,org.apache.jackrabbit.commons.cnd.CompactNodeTypeDefReader,FALSE,"['NOM_package', 'number_package_visibility_methods', 'NOC_type']",2,"
the complexity of the code is high.
",0,0,0,0,1,0,0,0,0,1,0,0,0,0
495,spaghetti-code,1.557927615,org.apache.jackrabbit.commons.JcrUtils,TRUE,"['number_constructor_NotDefaultConstructor_methods', 'number_final_methods', 'NOM_package']",1,"
long methods.
",0,0,0,1,0,0,0,0,0,1,0,0,0,0
496,spaghetti-code,1.11523073,org.apache.jackrabbit.commons.JcrUtils,FALSE,"['C3', 'CBO', 'number_constructor_DefaultConstructor_methods']",2,"
methods are simply too long.
",0,0,0,1,0,0,0,1,1,1,0,0,0,0
497,spaghetti-code,1.412488086,org.apache.jackrabbit.commons.query.GQL,TRUE,"['MPC', 'LOC', 'number_final_not_static_methods']",1,"
several methods - which were well designed at the beginning - of the class could be refactored for improving their comprehension.
",0,0,0,0,1,0,0,0,1,1,0,0,0,0
498,spaghetti-code,1.529029784,org.apache.jackrabbit.commons.query.GQL,FALSE,"['C3', 'number_final_static_methods', 'WMC']",2,"
the methods would need some refactoring to be simplified.
",0,0,0,0,1,0,0,1,0,1,1,0,0,0
499,spaghetti-code,1.57794104,org.apache.jackrabbit.commons.query.sql2.Parser,TRUE,"['number-committors', 'number_constructor_NotDefaultConstructor_methods', 'NOC_type']",1,"
long and complex code makes hard to understand the class.
",0,0,0,1,1,0,0,0,0,1,0,1,0,0
500,spaghetti-code,0.965197022,org.apache.jackrabbit.commons.query.sql2.Parser,TRUE,"['C3', 'NOI_package', 'Avg-commit-size']",2,"
the class makes use of complex methods.
",0,0,0,0,1,0,0,1,0,1,0,1,0,0
501,spaghetti-code,1.542090521,org.apache.jackrabbit.core.CachingHierarchyManager,TRUE,"['CFNAMM_type', 'WMCNAMM_type', 'is_controller']",1,"
too many long methods.
",0,0,0,1,0,0,0,0,1,1,1,0,1,0
502,spaghetti-code,1.408786257,org.apache.jackrabbit.core.CachingHierarchyManager,FALSE,"['C3', 'number_package_visibility_methods', 'number_constructor_NotDefaultConstructor_methods']",2,"
has a number of overly long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
503,spaghetti-code,1.549162335,org.apache.jackrabbit.core.cluster.ClusterNode,FALSE,"['number_constructor_NotDefaultConstructor_methods', 'number-committors', 'NOM_package']",1,"
dozens of methods are long and not properly documented. 
",0,0,0,1,0,0,0,0,0,1,0,1,0,0
504,spaghetti-code,1.120054972,org.apache.jackrabbit.core.cluster.ClusterNode,FALSE,"['C3', 'NOM_package', 'number_constructor_NotDefaultConstructor_methods']",2,"
some methods are too long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
505,spaghetti-code,1.537858355,org.apache.jackrabbit.core.config.RepositoryConfig,TRUE,"['WMCNAMM_type', 'C3', 'isStatic_type']",1,"
the class has several long/complex methods.
",0,0,0,1,1,0,0,1,0,1,1,0,1,0
506,spaghetti-code,1.197189786,org.apache.jackrabbit.core.config.RepositoryConfig,FALSE,"['C3', 'number_package_visibility_attributes', 'isStatic_type']",2,"
unclear role of certain methods.
",0,0,0,0,1,0,0,1,0,1,0,0,1,0
507,spaghetti-code,1.425262461,org.apache.jackrabbit.core.config.RepositoryConfigurationParser,FALSE,"['C3', 'DIT_type', 'MPC']",2,"
the methods implemented here are too long and complex.
",0,0,0,1,1,0,0,1,1,0,1,0,0,0
508,spaghetti-code,0.725986122,org.apache.jackrabbit.core.data.db.DbDataStore,TRUE,"['C3', 'num_static_not_final_attributes', 'LOC']",2,"
complex methods. 
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
509,spaghetti-code,1.384242305,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,TRUE,"['C3', 'Avg-commit-size', 'num_static_not_final_attributes']",1,"
the class lacks of clarity and there are several complex functions.
",0,0,0,0,1,0,0,1,0,1,0,1,0,0
510,spaghetti-code,1.28426766,org.apache.jackrabbit.core.fs.db.DatabaseFileSystem,FALSE,"['C3', 'LOC', 'is_controller']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,1,0
511,spaghetti-code,1.281069446,org.apache.jackrabbit.core.ItemManager,TRUE,"['C3', 'number_constructor_NotDefaultConstructor_methods', 'is_controller']",1,"
long methods everywhere.
",0,0,0,1,0,0,0,1,0,1,0,0,1,0
512,spaghetti-code,0.801055014,org.apache.jackrabbit.core.ItemManager,TRUE,"['C3', 'number_private_visibility_attributes', 'NOCS_package']",2,"
there seem to me that some methods are overly complex.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
513,spaghetti-code,1.46304899,org.apache.jackrabbit.core.journal.DatabaseJournal,FALSE,"['C3', 'WOC_type', 'DIT_type']",0,"
this is pretty complex to say and the methods are unclearly defined.
",0,0,0,0,1,0,0,1,0,0,1,0,0,0
514,spaghetti-code,1.561567044,org.apache.jackrabbit.core.journal.DatabaseJournal,FALSE,"['CFNAMM_type', 'WOC_type', 'number-committors']",2,"
it is clear that the class has some design issue.
",0,0,0,0,1,0,0,0,1,0,1,1,0,0
515,spaghetti-code,1.576193437,org.apache.jackrabbit.core.lock.LockManagerImpl,FALSE,"['number_final_not_static_methods', 'persistance', 'DIT_type']",0,"
too many long methods, this is something we are aware of. 
",0,0,0,1,0,0,0,0,0,1,1,1,0,0
516,spaghetti-code,1.130606524,org.apache.jackrabbit.core.lock.LockManagerImpl,TRUE,"['C3', 'LOC', 'number_constructor_DefaultConstructor_methods']",2,"
methods that do not call each other, otehr than being too long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
517,spaghetti-code,0.931704579,org.apache.jackrabbit.core.NodeImpl,TRUE,"['C3', 'TCC_type', 'number_protected_visibility_attributes']",1,"
this class looks like a container of methods.
",0,0,1,0,0,0,0,1,0,1,0,0,0,0
518,spaghetti-code,1.559129691,org.apache.jackrabbit.core.nodetype.EffectiveNodeType,FALSE,"['number_private_visibility_attributes', 'C3', 'LOC']",2,"
there are methods that should be split.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
519,spaghetti-code,1.428742478,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,FALSE,"['C3', 'LCOM5_type', 'number_constructor_NotDefaultConstructor_methods']",0,"
long and complex code.
",0,0,0,1,1,0,0,1,0,1,0,0,0,0
520,spaghetti-code,1.447523255,org.apache.jackrabbit.core.nodetype.NodeTypeRegistry,FALSE,"['C3', 'LCOM5_type', 'number_package_visibility_methods']",2,"
some of the methods are long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
521,spaghetti-code,1.529413498,org.apache.jackrabbit.core.observation.EventState,FALSE,"['number_protected_visibility_attributes', 'number_private_visibility_attributes', 'number_constructor_DefaultConstructor_methods']",0,"
it is too complex due to its size and not established goal.
",0,0,0,1,1,0,0,0,0,1,0,0,0,0
522,spaghetti-code,1.564323428,org.apache.jackrabbit.core.observation.EventState,FALSE,"['number_constructor_DefaultConstructor_methods', 'number_protected_visibility_attributes', 'number_private_visibility_attributes']",2,"
long, complex methods.
",0,0,0,1,1,0,0,0,0,1,0,0,0,0
523,spaghetti-code,1.004053724,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,FALSE,"['C3', 'NOM_package', 'num_final_static_attributes']",0,"
there are many methods that do not have a clear function.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
524,spaghetti-code,0.812053095,org.apache.jackrabbit.core.persistence.bundle.AbstractBundlePersistenceManager,TRUE,"['C3', 'LOC', 'TCC_type']",2,"
the methods of this class do not call each other.
",0,0,1,0,0,0,0,1,0,1,0,0,0,0
525,spaghetti-code,1.543969126,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,FALSE,"['C3', 'avg.dev.scattering', 'LOC']",0,"
too many methods which are long and complex.
",0,0,0,1,1,0,0,1,0,1,0,1,0,0
526,spaghetti-code,1.115932805,org.apache.jackrabbit.core.persistence.db.DatabasePersistenceManager,TRUE,"['C3', 'num_final_static_attributes', 'is_controller']",2,"
many methods are unnecessarily long.
",0,0,0,1,0,0,0,1,0,1,0,0,1,0
527,spaghetti-code,1.314736245,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,FALSE,"['C3', 'number_not_final_not_static_methods', 'WMC']",0,"
documentation is lacking, many methods are simply too long to be understood easily.
",0,0,0,1,1,0,0,1,0,1,1,0,0,0
528,spaghetti-code,1.234522612,org.apache.jackrabbit.core.persistence.pool.BundleDbPersistenceManager,TRUE,"['C3', 'is_controller', 'RFC']",2,"
complex methods. 
",0,0,0,0,1,0,0,1,0,1,0,0,1,0
529,spaghetti-code,0.946318253,org.apache.jackrabbit.core.persistence.xml.XMLPersistenceManager,FALSE,"['C3', 'number_protected_visibility_attributes', 'NOM_package']",0,"
the persistence is done correctly, but the way it is done is not the best possible. 
",0,0,0,0,0,1,0,1,0,1,0,0,0,0
530,spaghetti-code,1.583591294,org.apache.jackrabbit.core.PropertyImpl,TRUE,"['NOM_package', 'number_constructor_DefaultConstructor_methods', 'is_controller']",1,"
it is unclear what is the goal of this class.
",0,0,0,0,1,0,0,0,0,1,0,0,1,0
531,spaghetti-code,1.14095248,org.apache.jackrabbit.core.PropertyImpl,TRUE,"['C3', 'WOC_type', 'number_protected_visibility_methods']",1,"
several long methods reduce the understandability.
",0,0,0,1,1,0,0,1,0,1,1,0,0,0
532,spaghetti-code,1.05543993,org.apache.jackrabbit.core.query.lucene.ConsistencyCheck,TRUE,"['C3', 'number_constructor_DefaultConstructor_methods', 'NOC_type']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
533,spaghetti-code,1.472855609,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,FALSE,"['C3', 'NOCS_package', 'NOC_type']",0,"
it collects a number of long methods.
",0,0,1,1,0,0,0,1,0,1,0,0,0,0
534,spaghetti-code,1.555451055,org.apache.jackrabbit.core.query.lucene.IndexingConfigurationImpl,FALSE,"['number_package_visibility_methods', 'NOCS_package', 'number_constructor_DefaultConstructor_methods']",2,"
too complex class.
",0,0,0,0,1,0,0,0,0,1,0,0,0,0
535,spaghetti-code,1.12736331,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,TRUE,"['C3', 'number_private_visibility_attributes', 'DIT_type']",1,"
long and complex code here.
",0,0,0,1,1,0,0,1,0,1,1,0,0,0
536,spaghetti-code,0.828091726,org.apache.jackrabbit.core.query.lucene.LuceneQueryBuilder,TRUE,"['C3', 'is_controller', 'CFNAMM_type']",2,"
unclear responsability of the class.
",0,0,0,0,1,0,0,1,1,0,0,0,1,0
537,spaghetti-code,1.554325226,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,FALSE,"['number_package_visibility_methods', 'number_private_visibility_attributes', 'avg.dev.scattering']",1,"
the goal its unclear and the class lacks of documentation for the (long) methods it declares.
",0,0,0,1,1,0,0,0,0,1,0,1,0,0
538,spaghetti-code,1.567428123,org.apache.jackrabbit.core.query.lucene.MoreLikeThis,FALSE,"['C3', 'avg.dev.scattering', 'number_package_visibility_methods']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,1,0,0
539,spaghetti-code,1.32628227,org.apache.jackrabbit.core.query.lucene.MultiIndex,TRUE,"['C3', 'WMC', 'isStatic_type']",1,"
the many methods of the class reduce its understandability
",0,0,0,0,1,0,0,1,0,1,1,0,1,0
540,spaghetti-code,1.394812253,org.apache.jackrabbit.core.query.lucene.MultiIndex,FALSE,"['C3', 'NOC_type', 'NOCS_package']",2,"
Presence of complex methods.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
541,spaghetti-code,1.108627795,org.apache.jackrabbit.core.query.lucene.NodeIndexer,TRUE,"['C3', 'RFC', 'number_private_visibility_attributes']",1,"
This is a class containing many methods that are too long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
542,spaghetti-code,0.757619936,org.apache.jackrabbit.core.query.lucene.SearchIndex,TRUE,"['C3', 'number_final_not_static_methods', 'DIT_type']",2,"
the class is too complex.
",0,0,0,0,1,0,0,1,0,1,1,0,0,0
543,spaghetti-code,0.922236909,org.apache.jackrabbit.core.RepositoryImpl,FALSE,"['C3', 'number_protected_visibility_methods', 'NOC_type']",1,"
many methods are long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
544,spaghetti-code,1.553581533,org.apache.jackrabbit.core.RepositoryImpl,TRUE,"['number_protected_visibility_methods', 'NOI_package', 'number_final_methods']",1,"
it is hard to maintain because every method is long and complex.
",0,0,0,1,1,0,0,0,0,1,0,0,0,0
545,spaghetti-code,1.45970142,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,FALSE,"['C3', 'number-changes', 'number_final_methods']",1,"
it could have been designed better, especially some methods appear to be too complex.
",0,0,0,0,1,0,0,1,0,1,0,1,0,0
546,spaghetti-code,1.409000494,org.apache.jackrabbit.core.security.authentication.AbstractLoginModule,FALSE,"['C3', 'number_final_methods', 'number_protected_visibility_methods']",2,"
many methods should be simplified.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
547,spaghetti-code,1.392019953,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,TRUE,"['C3', 'LOC', 'number_abstract_methods']",1,"
working on this code becomes difficult.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
548,spaghetti-code,0.823499502,org.apache.jackrabbit.core.security.authorization.AbstractWriteTest,TRUE,"['C3', 'Avg-commit-size', 'NOC_type']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,1,0,0
549,spaghetti-code,1.544673667,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,TRUE,"['C3', 'number_package_visibility_methods', 'RFC']",1,"
the long methods of the class limit its maintainability.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
550,spaghetti-code,0.997128017,org.apache.jackrabbit.core.security.authorization.PrivilegeRegistry,TRUE,"['C3', 'LOC', 'NOC_type']",2,"
the methods are too long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
551,spaghetti-code,1.525746969,org.apache.jackrabbit.core.security.user.GroupImpl,FALSE,"['WOC_type', 'LOC', 'NOI_package']",1,"
the correct functioning of the class is threatened by the many methods without a clear structure.
",0,0,0,0,1,0,0,0,0,1,1,0,0,0
552,spaghetti-code,1.349145726,org.apache.jackrabbit.core.security.user.GroupImpl,FALSE,"['C3', 'LOC', 'number_constructor_DefaultConstructor_methods']",2,"
complex code, some methods should be divided.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
553,spaghetti-code,0.765924964,org.apache.jackrabbit.core.security.user.UserImporterTest,TRUE,"['C3', 'NOM_package', 'ATFD_type']",2,"
it is hard to understand because the methods are long and complex.
",0,0,0,1,1,0,0,1,1,1,0,0,0,0
554,spaghetti-code,1.411186782,org.apache.jackrabbit.core.security.user.UserManagerImpl,FALSE,"['C3', 'is_controller', 'MPC']",1,"
too many long methods.
",0,0,0,1,0,0,0,1,1,0,0,0,1,0
555,spaghetti-code,1.453639264,org.apache.jackrabbit.core.security.user.UserManagerImpl,FALSE,"['C3', 'RFC', 'LOC']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
556,spaghetti-code,1.190665286,org.apache.jackrabbit.core.security.user.UserManagerImplTest,TRUE,"['C3', 'number_final_not_static_methods', 'is_controller']",1,"
the class uses a kind of functional approach for delivering things.
",0,0,1,0,0,0,0,1,0,1,0,0,1,0
557,spaghetti-code,1.576452757,org.apache.jackrabbit.core.SessionImpl,TRUE,"['number_abstract_methods', 'number_constructor_DefaultConstructor_methods', 'Avg-commit-size']",1,"
long methods hide their functionalities.
",0,0,0,1,1,0,0,0,0,1,0,1,0,0
558,spaghetti-code,1.557277628,org.apache.jackrabbit.core.state.NodeState,TRUE,"['CBO', 'C3', 'LOC']",1,"
long code.
",0,0,0,1,0,0,0,1,1,1,0,0,0,0
559,spaghetti-code,1.563543379,org.apache.jackrabbit.core.state.NodeState,FALSE,"['C3', 'NOC_type', 'number_final_static_methods']",2,"
the class has long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
560,spaghetti-code,1.4619581,org.apache.jackrabbit.core.state.NodeStateMergerTest,FALSE,"['C3', 'LOC', 'number_private_visibility_methods']",2,"
I see several long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
561,spaghetti-code,1.537840004,org.apache.jackrabbit.core.state.SessionItemStateManager,TRUE,"['C3', 'MPC', 'is_controller']",1,"
too complex methods are included in the class.
",0,0,0,0,1,0,0,1,1,0,0,0,1,0
562,spaghetti-code,0.782784387,org.apache.jackrabbit.core.state.SessionItemStateManager,TRUE,"['C3', 'is_controller', 'LOC']",2,"
too complex methods.
",0,0,0,0,1,0,0,1,0,1,0,0,1,0
563,spaghetti-code,1.289327024,org.apache.jackrabbit.core.state.SharedItemStateManager,TRUE,"['C3', 'num_static_not_final_attributes', 'number_private_visibility_attributes']",1,"
the code is actually hard to understand if you don't touch it regularly.
",0,0,0,0,1,0,0,1,0,1,0,0,0,0
564,spaghetti-code,1.516781175,org.apache.jackrabbit.core.value.InternalValue,TRUE,"['number_private_visibility_methods', 'C3', 'LOC']",1,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
565,spaghetti-code,1.243090457,org.apache.jackrabbit.core.version.NodeStateEx,TRUE,"['C3', 'number_constructor_NotDefaultConstructor_methods', 'number_final_not_static_methods']",1,"
the top issue with this class is related to the presence of many long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
566,spaghetti-code,1.383804434,org.apache.jackrabbit.core.version.NodeStateEx,FALSE,"['number_constructor_NotDefaultConstructor_methods', 'C3', 'number-committors']",2,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,1,0,0
567,spaghetti-code,1.029645298,org.apache.jackrabbit.core.WorkspaceImpl,TRUE,"['C3', 'NOCS_package', 'number_constructor_DefaultConstructor_methods']",1,"
long methods are present in the class.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
568,spaghetti-code,1.562596698,org.apache.jackrabbit.core.XATest,TRUE,"['NOCS_package', 'CBO', 'C3']",1,"
there are too many complex methods.
",0,0,0,0,1,0,0,1,1,1,0,0,0,0
569,spaghetti-code,1.333454409,org.apache.jackrabbit.core.XATest,TRUE,"['C3', 'Avg-commit-size', 'NOCS_package']",1,"
limited understandability.
",0,0,0,0,1,0,0,1,0,1,0,1,0,0
570,spaghetti-code,1.40676997,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,TRUE,"['C3', 'number_constructor_DefaultConstructor_methods', 'num_final_not_static_attributes']",1,"
long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
571,spaghetti-code,1.235559168,org.apache.jackrabbit.j2ee.RepositoryStartupServlet,FALSE,"['C3', 'number_constructor_DefaultConstructor_methods', 'number_constructor_NotDefaultConstructor_methods']",0,"
parameters are poorly used and the methods look long.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
572,spaghetti-code,1.503825823,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,TRUE,"['C3', 'CFNAMM_type', 'number-committors']",1,"
long and complex methods threaten its understandability.
",0,0,0,1,1,0,0,1,1,0,0,1,0,0
573,spaghetti-code,0.706926045,org.apache.jackrabbit.jcr2spi.hierarchy.ChildNodeEntriesImpl,TRUE,"['C3', 'number-committors', 'DIT_type']",2,"
too many long methods.
",0,0,0,1,0,0,0,1,0,0,1,1,0,0
574,spaghetti-code,0.991035896,org.apache.jackrabbit.jcr2spi.hierarchy.NodeEntryImpl,TRUE,"['C3', 'avg.dev.scattering', 'isStatic_type']",2,"
the class contains a number of complex functions.
",0,0,0,0,1,0,0,1,0,0,0,1,1,0
575,spaghetti-code,1.571861769,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,FALSE,"['C3', 'NOCS_package', 'NOM_package']",0,"
the class has a lot of long methods.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
576,spaghetti-code,1.542119827,org.apache.jackrabbit.jcr2spi.lock.LockManagerImpl,FALSE,"['NOM_package', 'NOCS_package', 'C3']",2,"
high complexity and LOC.
",0,0,0,1,1,0,0,1,0,1,0,0,0,0
577,spaghetti-code,1.043523837,org.apache.jackrabbit.jcr2spi.NodeImpl,TRUE,"['C3', 'number_constructor_DefaultConstructor_methods', 'NIM_type']",1,"
methods should be split and clarity improved.
",0,0,0,0,1,0,0,1,0,1,1,0,0,0
578,spaghetti-code,1.580281655,org.apache.jackrabbit.jcr2spi.nodetype.NodeTypeRegistryImpl,FALSE,"['NOM_package', 'number_constructor_DefaultConstructor_methods', 'number_final_not_static_methods']",2,"
the class has several long methods.
",0,0,0,1,0,0,0,0,0,1,0,0,0,0
579,spaghetti-code,1.430108697,org.apache.jackrabbit.jcr2spi.SessionImpl,TRUE,"['CFNAMM_type', 'C3', 'NOC_type']",1,"
many long and complex methods.
",0,0,0,1,1,0,0,1,1,1,0,0,0,0
580,spaghetti-code,1.021831157,org.apache.jackrabbit.jcr2spi.SessionImpl,TRUE,"['C3', 'MPC', 'NOI_package']",2,"
there are several methods of huge size.
",0,0,0,1,0,0,0,1,1,1,0,0,0,0
581,spaghetti-code,1.479933795,org.apache.jackrabbit.jcr2spi.WorkspaceManager,FALSE,"['number_constructor_DefaultConstructor_methods', 'C3', 'NOM_package']",1,"
the class is at the high risk to become a mess due to the long methods it contains.
",0,0,0,1,0,0,0,1,0,1,0,0,0,0
582,spaghetti-code,1.450760949,org.apache.jackrabbit.jcr2spi.WorkspaceManager,FALSE,"['number_constructor_DefaultConstructor_methods', 'number_private_visibility_attributes', 'MPC']",2,"
the class is complex.
",0,0,0,0,1,0,0,0,1,1,0,0,0,0
